sample_id,true_class,predicted_class,true_intensity,intensity,p_negative,p_neutral,p_positive,confidence,absolute_error,raw_text,truncated,audio_rows,vision_rows,manual_cause,manual_evidence,review_status
128059$_$12,2,1,0.6666666865348816,0.1795797049999237,0.27148620551002767,0.421560811734204,0.3069529827557682,0.421560811734204,0.4870869815349579,(uhh) Special features is not so bad (uhh) you know,False,16,15,,,pending
830KzUc6CbU$_$13,2,1,0.3333333432674408,0.12509578466415405,0.3116935483486087,0.41663952572201063,0.27166692592938074,0.41663952572201063,0.20823755860328674,"You have to look for many different issues, like pay scale, what do they expect to be paid, or do they not, or will they defer their payment until the end of the shoot, or until the movie makes money.",False,47,41,,,pending
r13W4H8ZhqI$_$5,2,1,1.0,0.29699641466140747,0.1735446872472261,0.41476471716772073,0.41169059558505317,0.41476471716772073,0.7030035853385925,We feel that we're precise to within a couple of millimeters.,False,15,15,,,pending
_BvNNdEkhZA$_$6,1,2,0.0,0.2721495032310486,0.26963122778782067,0.3157055029293776,0.4146632692828018,0.4146632692828018,0.2721495032310486,And we've heard rumours in the past that the new guitar hero would be much more realistic in it's approach to the series.,False,28,28,,,pending
TYJzg5IJN8o$_$11,0,2,-0.3333333432674408,0.2971186339855194,0.28839717918954955,0.2996591134907183,0.41194370731973223,0.41194370731973223,0.6304519772529602,"Also if you are a lobbyist,  you may not lobby during the course of the transition,  nor may you come back after President-elect Obama takes office for one year and lobby on an issue that you worked on in the course of the transition.",True,48,48,,,pending
KpMCvUyQCXg$_$3,0,1,-0.3333333432674408,0.17627200484275818,0.2661474844300079,0.4077379477384244,0.3261145678315677,0.4077379477384244,0.509605348110199,Auditing firms become aware of problems towards the end of April.,False,13,13,,,pending
MMpo2bDk-DU$_$10,0,1,-0.3333333432674408,0.20342695713043213,0.25353511014053304,0.40678850820684986,0.3396763816526171,0.40678850820684986,0.5367603003978729,It's easy for you to lose some objectivity about what you've written.,False,18,18,,,pending
hqzF4IDaIYE$_$6,0,2,-0.6666666865348816,0.33159565925598145,0.20701198360002804,0.3906837737496464,0.4023042426503255,0.4023042426503255,0.998262345790863,They don’t always know what to do,False,9,9,,,pending
_gzYkdjNvPc$_$1,0,1,-0.3333333432674408,0.2171010673046112,0.2600387374853103,0.40013923264660095,0.33982202986808874,0.40013923264660095,0.550434410572052,"One very notable one is American Apparel, especially since they've filed bankruptcy twice within the period of a little bit over a year",False,26,26,,,pending
MMpo2bDk-DU$_$16,0,1,-1.0,0.2575967311859131,0.23485763734533444,0.39512664449374046,0.37001571816092516,0.39512664449374046,1.257596731185913,"I use spell check."" Don't rely on spell check for grammar checking or catch errors.",False,20,20,,,pending
MMpo2bDk-DU$_$17,0,1,-0.6666666865348816,0.26743242144584656,0.22296417894489928,0.39431749088465895,0.38271833017044177,0.39431749088465895,0.9340991079807281,"""Spell check will not catch errors such as words that are spelled correctly but are used incorrectly, such as form and from or sue and use and so on.",False,32,32,,,pending
225770$_$3,0,1,-1.3333333730697632,0.19963803887367249,0.27408401642289787,0.39349092278881254,0.3324250607882896,0.39349092278881254,1.5329714119434357,(umm) I expected something more along the lines of an The (stutter) Exorcist (umm) where it actually shows the story of the girl and the priest coming in and and performing the exorcism and going through it step by step like that and that just doesn't happen in this movie,True,48,48,,,pending
290546$_$3,1,2,0.0,0.257338285446167,0.30245959075625783,0.30665875243091845,0.3908816568128237,0.3908816568128237,0.257338285446167,Some of the faces looked familiar but (umm) not so much that I would be able to name them for you,False,23,23,,,pending
Nrurc5sMUOE$_$8,1,0,0.0,0.06913413107395172,0.3905511335767704,0.33372413978858423,0.27572472663464537,0.3905511335767704,0.06913413107395172,"Next, dialogue written to seem like a dialect, so dialog that is written to seem like a southern drawl, as though the playwright did not know what the dialect really was.",False,37,37,,,pending
270254$_$23,0,1,-1.6666666269302368,0.12495425343513489,0.31520717423118105,0.3902981314185782,0.29449469435024084,0.3902981314185782,1.7916208803653717,"Wait to rent it if you're really desperate, buy it if you want to",False,17,17,,,pending
3j94B0pzSVs$_$1,1,2,0.0,0.2238987684249878,0.34287096131019934,0.2690800344086203,0.3880490042811802,0.3880490042811802,0.2238987684249878,"I've been a member of the APA for 35 years, but have never held elective office and have not been part of APA politics or governing activities.",False,34,34,,,pending
RArhIHk4Qs4$_$13,2,1,0.3333333432674408,0.16552749276161194,0.29928044273416793,0.38524660196625804,0.31547295529957403,0.38524660196625804,0.16780585050582886,"Yet, there's nothing wrong with searching for that information",False,12,12,,,pending
qK77ZmbqmOM$_$9,0,1,-0.3333333432674408,0.1953316032886505,0.31416819864596524,0.3794529213289711,0.3063788800250636,0.3794529213289711,0.5286649465560913,"And then they host them on websites that utilize flash, that is not even indexable or searchable.",False,21,16,,,pending
gR4gM_WXesQ$_$10,2,0,0.3333333432674408,0.08735199272632599,0.3761229549731184,0.33985132281413644,0.28402572221274525,0.3761229549731184,0.2459813505411148,"Their relationship begins to get more physical, but Eleanor’s step-father discovers her relationship with Park and is upset.",False,24,24,,,pending
270254$_$6,2,1,0.6666666865348816,0.21135491132736206,0.2890882416990702,0.37594318990038705,0.33496856840054284,0.37594318990038705,0.45531177520751953,"Okay, as you can tell I'm doing this a little bit past the point when Hancock came out, but you see where I'm going with this",False,32,29,,,pending
mHGaQ_nv9UY$_$5,1,2,0.0,0.19409632682800293,0.3581108698697529,0.27539184276950607,0.36649728736074105,0.36649728736074105,0.19409632682800293,"My life is over, I'm going to start walking in front of large moving buses."" Phew, wow, that's a lot of responsibility.",False,33,33,,,pending
gR4gM_WXesQ$_$3,2,0,0.3333333432674408,0.1555296778678894,0.36554438991948474,0.3377933642471812,0.29666224583333395,0.36554438991948474,0.1778036653995514,"Since she is the new girl, Eleanor has no place to sit on the bus, but Park eventually lets her sit next to him.",False,27,22,,,pending
