样本编号,视频编号,验证折号
DGeBPk1op3E$_$5,DGeBPk1op3E,2
DQ7QKE3hzVg$_$1,DQ7QKE3hzVg,1
DXQGngge7vU$_$4,DXQGngge7vU,4
DZBpdzrMelA$_$3,DZBpdzrMelA,1
DZBpdzrMelA$_$5,DZBpdzrMelA,1
DZIFCYOhosQ$_$5,DZIFCYOhosQ,4
DZIFCYOhosQ$_$6,DZIFCYOhosQ,4
DaXkixKFEvE$_$4,DaXkixKFEvE,4
DatH-ra0VKY$_$12,DatH-ra0VKY,3
DatH-ra0VKY$_$3,DatH-ra0VKY,3
DatH-ra0VKY$_$4,DatH-ra0VKY,3
DbAppk7xT0Y$_$0,DbAppk7xT0Y,2
DfTMoqwMHVE$_$0,DfTMoqwMHVE,1
DhXBaBOB4E8$_$5,DhXBaBOB4E8,4
DiOw-w5LDJ0$_$1,DiOw-w5LDJ0,3
DiOw-w5LDJ0$_$0,DiOw-w5LDJ0,3
Drhrzj1yhVs$_$8,Drhrzj1yhVs,3
Drhrzj1yhVs$_$5,Drhrzj1yhVs,3
Dws8ZrzF7xQ$_$7,Dws8ZrzF7xQ,4
E0g6nae4Ae4$_$24,E0g6nae4Ae4,4
E0g6nae4Ae4$_$22,E0g6nae4Ae4,4
E0g6nae4Ae4$_$23,E0g6nae4Ae4,4
E0g6nae4Ae4$_$1,E0g6nae4Ae4,4
E0g6nae4Ae4$_$4,E0g6nae4Ae4,4
E0g6nae4Ae4$_$8,E0g6nae4Ae4,4
E0g6nae4Ae4$_$19,E0g6nae4Ae4,4
E0g6nae4Ae4$_$33,E0g6nae4Ae4,4
E8L1Z71vKG8$_$3,E8L1Z71vKG8,3
EEUGfVTyTQM$_$1,EEUGfVTyTQM,2
EHbZ2EeVags$_$1,EHbZ2EeVags,1
EJT25p7JahU$_$7,EJT25p7JahU,3
EJT25p7JahU$_$6,EJT25p7JahU,3
EO_SN04Xef0$_$2,EO_SN04Xef0,3
EOkdFMw0pmk$_$11,EOkdFMw0pmk,2
EOkdFMw0pmk$_$9,EOkdFMw0pmk,2
ERnYvxojeu0$_$1,ERnYvxojeu0,0
ERnYvxojeu0$_$2,ERnYvxojeu0,0
ERnYvxojeu0$_$4,ERnYvxojeu0,0
EULEL3QhKD0$_$3,EULEL3QhKD0,3
E_ocLuUw-1I$_$1,E_ocLuUw-1I,4
Ea_Huc2-lwo$_$2,Ea_Huc2-lwo,0
Emi9cw9xa00$_$9,Emi9cw9xa00,0
Emjv2cDzW1E$_$0,Emjv2cDzW1E,1
EoC83JhkCAw$_$10,EoC83JhkCAw,0
EoC83JhkCAw$_$5,EoC83JhkCAw,0
EoC83JhkCAw$_$4,EoC83JhkCAw,0
EpadyoYlAjQ$_$0,EpadyoYlAjQ,0
ExDLNkDVsxY$_$4,ExDLNkDVsxY,2
ExDLNkDVsxY$_$6,ExDLNkDVsxY,2
F2M7WbPXRps$_$11,F2M7WbPXRps,3
F2M7WbPXRps$_$12,F2M7WbPXRps,3
F4OhXQTMOEc$_$3,F4OhXQTMOEc,1
F59hwsm4Ld0$_$23,F59hwsm4Ld0,1
F59hwsm4Ld0$_$49,F59hwsm4Ld0,1
F59hwsm4Ld0$_$0,F59hwsm4Ld0,1
F59hwsm4Ld0$_$7,F59hwsm4Ld0,1
F59hwsm4Ld0$_$6,F59hwsm4Ld0,1
F59hwsm4Ld0$_$11,F59hwsm4Ld0,1
F59hwsm4Ld0$_$14,F59hwsm4Ld0,1
F59hwsm4Ld0$_$17,F59hwsm4Ld0,1
F59hwsm4Ld0$_$16,F59hwsm4Ld0,1
F59hwsm4Ld0$_$36,F59hwsm4Ld0,1
F5SGdvSRJmo$_$10,F5SGdvSRJmo,0
F5SGdvSRJmo$_$3,F5SGdvSRJmo,0
F5SGdvSRJmo$_$7,F5SGdvSRJmo,0
F6Ci45lP5aA$_$0,F6Ci45lP5aA,0
F8KE2ZhoUe4$_$16,F8KE2ZhoUe4,4
F8KE2ZhoUe4$_$19,F8KE2ZhoUe4,4
F8KE2ZhoUe4$_$4,F8KE2ZhoUe4,4
F8KE2ZhoUe4$_$20,F8KE2ZhoUe4,4
FHlzZ2VxuGQ$_$13,FHlzZ2VxuGQ,0
FHlzZ2VxuGQ$_$7,FHlzZ2VxuGQ,0
FHlzZ2VxuGQ$_$9,FHlzZ2VxuGQ,0
FLyWn2DCci4$_$1,FLyWn2DCci4,0
FLyWn2DCci4$_$3,FLyWn2DCci4,0
FMW6diQ9rMo$_$4,FMW6diQ9rMo,3
FMW6diQ9rMo$_$8,FMW6diQ9rMo,3
FOMXt3lStco$_$1,FOMXt3lStco,1
FR0B64ID-hA$_$5,FR0B64ID-hA,1
FRKwvmrwrZA$_$24,FRKwvmrwrZA,0
FRKwvmrwrZA$_$22,FRKwvmrwrZA,0
FX-YgVKC1AI$_$5,FX-YgVKC1AI,3
FX-YgVKC1AI$_$7,FX-YgVKC1AI,3
FaHosBIr0xY$_$3,FaHosBIr0xY,0
FdTczBnXtYU$_$3,FdTczBnXtYU,1
FmIS69vB12I$_$13,FmIS69vB12I,2
FmIS69vB12I$_$0,FmIS69vB12I,2
FmIS69vB12I$_$3,FmIS69vB12I,2
FmIS69vB12I$_$2,FmIS69vB12I,2
FmIS69vB12I$_$7,FmIS69vB12I,2
Fmwc7wkIc4Q$_$10,Fmwc7wkIc4Q,1
Fmwc7wkIc4Q$_$13,Fmwc7wkIc4Q,1
Fmwc7wkIc4Q$_$14,Fmwc7wkIc4Q,1
FphtHpVV-7w$_$0,FphtHpVV-7w,0
FphtHpVV-7w$_$3,FphtHpVV-7w,0
FsmNLTdE2p0$_$0,FsmNLTdE2p0,4
FvoZgWvc3gc$_$11,FvoZgWvc3gc,4
FylhSeozvG8$_$3,FylhSeozvG8,4
FylhSeozvG8$_$2,FylhSeozvG8,4
FylhSeozvG8$_$5,FylhSeozvG8,4
FylhSeozvG8$_$6,FylhSeozvG8,4
G1Z_JUTgZqo$_$0,G1Z_JUTgZqo,4
G1Z_JUTgZqo$_$3,G1Z_JUTgZqo,4
G1Z_JUTgZqo$_$2,G1Z_JUTgZqo,4
G38DwNDQ8Cc$_$26,G38DwNDQ8Cc,3
G38DwNDQ8Cc$_$1,G38DwNDQ8Cc,3
G38DwNDQ8Cc$_$0,G38DwNDQ8Cc,3
G38DwNDQ8Cc$_$2,G38DwNDQ8Cc,3
G38DwNDQ8Cc$_$5,G38DwNDQ8Cc,3
G4HMKRdIva0$_$10,G4HMKRdIva0,0
G4HMKRdIva0$_$18,G4HMKRdIva0,0
G4HMKRdIva0$_$15,G4HMKRdIva0,0
G8p4QMjLUXI$_$7,G8p4QMjLUXI,3
G8p4QMjLUXI$_$9,G8p4QMjLUXI,3
GAY5ICoVnA8$_$12,GAY5ICoVnA8,3
GAY5ICoVnA8$_$3,GAY5ICoVnA8,3
GAY5ICoVnA8$_$5,GAY5ICoVnA8,3
GCOFujDHDx0$_$10,GCOFujDHDx0,0
GCOFujDHDx0$_$2,GCOFujDHDx0,0
GCOFujDHDx0$_$5,GCOFujDHDx0,0
GCOFujDHDx0$_$9,GCOFujDHDx0,0
GICVzJMDfv0$_$1,GICVzJMDfv0,3
GJyzeK-Cn-0$_$6,GJyzeK-Cn-0,4
GMnoxaqqReQ$_$1,GMnoxaqqReQ,4
GOj7TBcEA8E$_$3,GOj7TBcEA8E,3
GOj7TBcEA8E$_$4,GOj7TBcEA8E,3
GOj7TBcEA8E$_$8,GOj7TBcEA8E,3
GRFXnnrQaB4$_$0,GRFXnnrQaB4,0
GSnt_fW8qjI$_$4,GSnt_fW8qjI,1
GTGtVdAuyRc$_$10,GTGtVdAuyRc,3
GTGtVdAuyRc$_$0,GTGtVdAuyRc,3
GTGtVdAuyRc$_$5,GTGtVdAuyRc,3
GUffC7vu9zA$_$26,GUffC7vu9zA,4
GUffC7vu9zA$_$37,GUffC7vu9zA,4
GUffC7vu9zA$_$43,GUffC7vu9zA,4
GUffC7vu9zA$_$41,GUffC7vu9zA,4
G_M3lYn6hAA$_$5,G_M3lYn6hAA,2
GcfETVXgtg0$_$3,GcfETVXgtg0,2
Gg9ZcRlwnbc$_$14,Gg9ZcRlwnbc,4
Gg9ZcRlwnbc$_$16,Gg9ZcRlwnbc,4
GkoBk5K-FH0$_$21,GkoBk5K-FH0,2
Gljee9uq_Rc$_$11,Gljee9uq_Rc,0
Gljee9uq_Rc$_$12,Gljee9uq_Rc,0
Gljee9uq_Rc$_$16,Gljee9uq_Rc,0
Gljee9uq_Rc$_$6,Gljee9uq_Rc,0
Gmhi58erY6k$_$0,Gmhi58erY6k,3
GpRDC-S88dM$_$25,GpRDC-S88dM,0
GpRDC-S88dM$_$1,GpRDC-S88dM,0
GpRDC-S88dM$_$18,GpRDC-S88dM,0
GtRxTvuF6J0$_$7,GtRxTvuF6J0,3
Gv0kKbfwPpI$_$2,Gv0kKbfwPpI,2
H-AJ-grXvgQ$_$0,H-AJ-grXvgQ,2
H26MMmrHTlQ$_$7,H26MMmrHTlQ,3
H26MMmrHTlQ$_$8,H26MMmrHTlQ,3
H4RysMUSQD8$_$7,H4RysMUSQD8,3
H4w9mU8B3Mc$_$7,H4w9mU8B3Mc,4
HByf7qiO-Kg$_$3,HByf7qiO-Kg,4
HIsJqphLCyw$_$1,HIsJqphLCyw,1
HLFaW4oVP9E$_$13,HLFaW4oVP9E,2
HOCsiS0pmf0$_$2,HOCsiS0pmf0,0
HQ2LwfRcrVc$_$11,HQ2LwfRcrVc,4
HQ2LwfRcrVc$_$8,HQ2LwfRcrVc,4
HUH9BXVmAig$_$2,HUH9BXVmAig,3
HUOMbK1x7MI$_$6,HUOMbK1x7MI,0
HVksxaUzv9Y$_$5,HVksxaUzv9Y,3
HXuRR2eBHHQ$_$2,HXuRR2eBHHQ,0
Ha7DMd_iKyM$_$3,Ha7DMd_iKyM,3
Ha7DMd_iKyM$_$4,Ha7DMd_iKyM,3
HgDdU_RB9UA$_$10,HgDdU_RB9UA,4
HgDdU_RB9UA$_$7,HgDdU_RB9UA,4
HhpziYYP2Vg$_$16,HhpziYYP2Vg,0
Hkt_kncJGVM$_$2,Hkt_kncJGVM,2
I--8nRKCkJI$_$4,I--8nRKCkJI,3
I--8nRKCkJI$_$7,I--8nRKCkJI,3
I3SPlbTGuNc$_$5,I3SPlbTGuNc,1
I5cS_TlV5B8$_$2,I5cS_TlV5B8,2
IB0lGIxP8YY$_$11,IB0lGIxP8YY,2
IB0lGIxP8YY$_$5,IB0lGIxP8YY,2
IB0lGIxP8YY$_$8,IB0lGIxP8YY,2
ICeSewdyf34$_$5,ICeSewdyf34,2
ITQTVfk9Iqo$_$5,ITQTVfk9Iqo,0
IW7IssCKgmI$_$9,IW7IssCKgmI,2
I_r2CP56toU$_$6,I_r2CP56toU,3
IawsOlEKRf0$_$11,IawsOlEKRf0,3
IawsOlEKRf0$_$26,IawsOlEKRf0,3
IawsOlEKRf0$_$28,IawsOlEKRf0,3
IawsOlEKRf0$_$3,IawsOlEKRf0,3
IawsOlEKRf0$_$5,IawsOlEKRf0,3
IkvL4IAiZog$_$8,IkvL4IAiZog,1
IlgnbEdOhmI$_$9,IlgnbEdOhmI,0
IlgnbEdOhmI$_$1,IlgnbEdOhmI,0
IsAtAzltJNM$_$6,IsAtAzltJNM,4
IsAtAzltJNM$_$8,IsAtAzltJNM,4
Itqbc2TBXWY$_$26,Itqbc2TBXWY,0
Itqbc2TBXWY$_$23,Itqbc2TBXWY,0
Itqbc2TBXWY$_$1,Itqbc2TBXWY,0
Itqbc2TBXWY$_$0,Itqbc2TBXWY,0
Itqbc2TBXWY$_$6,Itqbc2TBXWY,0
Itqbc2TBXWY$_$13,Itqbc2TBXWY,0
Itqbc2TBXWY$_$18,Itqbc2TBXWY,0
IwQWibE8EOM$_$3,IwQWibE8EOM,3
Iz_PDdyXr-8$_$3,Iz_PDdyXr-8,1
J3-NEG8uoiE$_$11,J3-NEG8uoiE,2
J3-NEG8uoiE$_$1,J3-NEG8uoiE,2
J3-NEG8uoiE$_$3,J3-NEG8uoiE,2
J3JU1zBQ4RM$_$2,J3JU1zBQ4RM,4
J7UduuBfnrE$_$4,J7UduuBfnrE,3
J7UduuBfnrE$_$7,J7UduuBfnrE,3
J7UduuBfnrE$_$6,J7UduuBfnrE,3
J7UduuBfnrE$_$8,J7UduuBfnrE,3
JAbFsRxxnFo$_$0,JAbFsRxxnFo,2
JCg26b8EO48$_$4,JCg26b8EO48,2
JCg26b8EO48$_$6,JCg26b8EO48,2
JDgqyOkzXHw$_$0,JDgqyOkzXHw,4
JDgqyOkzXHw$_$7,JDgqyOkzXHw,4
JDgqyOkzXHw$_$9,JDgqyOkzXHw,4
JF-5nlUNx_g$_$20,JF-5nlUNx_g,0
JF-5nlUNx_g$_$21,JF-5nlUNx_g,0
JF-5nlUNx_g$_$2,JF-5nlUNx_g,0
JF-5nlUNx_g$_$5,JF-5nlUNx_g,0
JF-5nlUNx_g$_$13,JF-5nlUNx_g,0
JF-5nlUNx_g$_$16,JF-5nlUNx_g,0
JF-5nlUNx_g$_$18,JF-5nlUNx_g,0
JGEEA_JVriE$_$0,JGEEA_JVriE,4
JHW3nD6flgU$_$4,JHW3nD6flgU,0
JHW3nD6flgU$_$8,JHW3nD6flgU,0
JLqBVj6f5gI$_$21,JLqBVj6f5gI,2
JLqBVj6f5gI$_$17,JLqBVj6f5gI,2
JLqBVj6f5gI$_$8,JLqBVj6f5gI,2
JMb18N7lQ0A$_$1,JMb18N7lQ0A,1
JMzilFvwNXE$_$4,JMzilFvwNXE,2
JP95Fby6qLE$_$23,JP95Fby6qLE,0
JP95Fby6qLE$_$1,JP95Fby6qLE,0
JSlTJsUulH0$_$2,JSlTJsUulH0,2
JW3OfSCZlhc$_$5,JW3OfSCZlhc,4
JX-mwjSw0dk$_$8,JX-mwjSw0dk,3
JYdfUNjyYxo$_$5,JYdfUNjyYxo,1
JYsAacFmXEo$_$11,JYsAacFmXEo,0
JYsAacFmXEo$_$17,JYsAacFmXEo,0
J_DtcW86D9c$_$2,J_DtcW86D9c,4
J_DtcW86D9c$_$9,J_DtcW86D9c,4
Ja7phs8EbWk$_$10,Ja7phs8EbWk,2
Ja7phs8EbWk$_$6,Ja7phs8EbWk,2
JcmqmLaL_MQ$_$7,JcmqmLaL_MQ,0
JdFaSggG58c$_$5,JdFaSggG58c,4
JdFaSggG58c$_$6,JdFaSggG58c,4
Jh1uDYOJMwk$_$1,Jh1uDYOJMwk,2
Jh1uDYOJMwk$_$4,Jh1uDYOJMwk,2
JlmpDdm1A1Y$_$3,JlmpDdm1A1Y,0
JvgofTcCSEc$_$15,JvgofTcCSEc,0
JvgofTcCSEc$_$19,JvgofTcCSEc,0
JwzxqrD8tIo$_$9,JwzxqrD8tIo,3
JzydLJw6y6o$_$14,JzydLJw6y6o,1
JzydLJw6y6o$_$0,JzydLJw6y6o,1
JzydLJw6y6o$_$8,JzydLJw6y6o,1
K5cGfs3i-tk$_$0,K5cGfs3i-tk,3
K62NK2KYhws$_$10,K62NK2KYhws,4
K62NK2KYhws$_$15,K62NK2KYhws,4
K62NK2KYhws$_$3,K62NK2KYhws,4
K62NK2KYhws$_$8,K62NK2KYhws,4
K7FiMf-Dmwo$_$2,K7FiMf-Dmwo,1
K7KEtrgBkz4$_$9,K7KEtrgBkz4,4
K9-KyChw8RM$_$8,K9-KyChw8RM,2
K9U2TAF9DDY$_$6,K9U2TAF9DDY,4
K9faaGel838$_$0,K9faaGel838,4
KD0w4BrNXQg$_$11,KD0w4BrNXQg,3
KD0w4BrNXQg$_$7,KD0w4BrNXQg,3
KEUVzxC7T3E$_$4,KEUVzxC7T3E,1
KI2sU-mhM44$_$16,KI2sU-mhM44,0
KLy4aBLqwCk$_$15,KLy4aBLqwCk,2
KLy4aBLqwCk$_$17,KLy4aBLqwCk,2
KPeos6f4HuQ$_$6,KPeos6f4HuQ,1
KQ86HmgwUns$_$11,KQ86HmgwUns,4
KR4MpF0YtgE$_$1,KR4MpF0YtgE,2
K_5u2Wh_wGk$_$5,K_5u2Wh_wGk,0
Kep_mLLXsqk$_$3,Kep_mLLXsqk,4
Kep_mLLXsqk$_$7,Kep_mLLXsqk,4
Kmtib-wZ0jM$_$0,Kmtib-wZ0jM,3
L0WUuWYNeCo$_$26,L0WUuWYNeCo,0
L0WUuWYNeCo$_$27,L0WUuWYNeCo,0
L0WUuWYNeCo$_$2,L0WUuWYNeCo,0
L0WUuWYNeCo$_$5,L0WUuWYNeCo,0
L0WUuWYNeCo$_$8,L0WUuWYNeCo,0
L0WUuWYNeCo$_$11,L0WUuWYNeCo,0
L0WUuWYNeCo$_$10,L0WUuWYNeCo,0
L2uC4_Co9uw$_$0,L2uC4_Co9uw,1
L382XZ6iZmM$_$7,L382XZ6iZmM,1
L5a2ijeWpUI$_$4,L5a2ijeWpUI,0
L6pg3DQKoH4$_$0,L6pg3DQKoH4,4
LHC7ZKJy4Zw$_$1,LHC7ZKJy4Zw,1
LUKIYWa0UGA$_$7,LUKIYWa0UGA,1
LUf9vbe0TcQ$_$1,LUf9vbe0TcQ,3
LX2rT5C3sJs$_$5,LX2rT5C3sJs,2
LX2rT5C3sJs$_$6,LX2rT5C3sJs,2
LZl9Sj1safM$_$0,LZl9Sj1safM,2
L_XttWZBKss$_$3,L_XttWZBKss,0
LityRNuQihc$_$13,LityRNuQihc,4
LityRNuQihc$_$1,LityRNuQihc,4
LityRNuQihc$_$2,LityRNuQihc,4
LityRNuQihc$_$5,LityRNuQihc,4
LpbSYaPRTqI$_$1,LpbSYaPRTqI,2
LppEvM60-xo$_$9,LppEvM60-xo,1
Lxs_6Tvq12E$_$3,Lxs_6Tvq12E,3
M2Pb2kx77ww$_$8,M2Pb2kx77ww,4
M2Pb2kx77ww$_$35,M2Pb2kx77ww,4
MBDZbACupsc$_$11,MBDZbACupsc,2
MBDZbACupsc$_$7,MBDZbACupsc,2
MCRCXXPqFOI$_$2,MCRCXXPqFOI,3
MFrwi-RibUk$_$13,MFrwi-RibUk,1
MFrwi-RibUk$_$0,MFrwi-RibUk,1
MFrwi-RibUk$_$6,MFrwi-RibUk,1
MIuJDn_0yVU$_$3,MIuJDn_0yVU,4
MJnc4GUhUuY$_$3,MJnc4GUhUuY,1
MJnc4GUhUuY$_$4,MJnc4GUhUuY,1
MJnc4GUhUuY$_$9,MJnc4GUhUuY,1
MKShLlJ7X7g$_$1,MKShLlJ7X7g,2
MKShLlJ7X7g$_$2,MKShLlJ7X7g,2
MMaEsDdBsvM$_$0,MMaEsDdBsvM,1
MNXBOeiPhec$_$2,MNXBOeiPhec,2
MNXBOeiPhec$_$7,MNXBOeiPhec,2
MOfEl_1dh-g$_$4,MOfEl_1dh-g,4
MPRqaQqrd9Y$_$7,MPRqaQqrd9Y,1
MTU_thei3-c$_$8,MTU_thei3-c,4
MWCNzYUCys0$_$0,MWCNzYUCys0,4
MZoLQD83R-4$_$5,MZoLQD83R-4,3
MZoLQD83R-4$_$8,MZoLQD83R-4,3
MbpPBLUjpV4$_$16,MbpPBLUjpV4,4
MbpPBLUjpV4$_$0,MbpPBLUjpV4,4
MnFRVJtHAeo$_$0,MnFRVJtHAeo,4
MroQfGehC84$_$1,MroQfGehC84,2
MsjnLoTKAXo$_$0,MsjnLoTKAXo,4
MsjnLoTKAXo$_$2,MsjnLoTKAXo,4
MsjnLoTKAXo$_$5,MsjnLoTKAXo,4
MvFFYObY9A8$_$2,MvFFYObY9A8,2
Mw4EZYZAd9c$_$5,Mw4EZYZAd9c,0
MyfRrTjglm8$_$1,MyfRrTjglm8,1
MyfRrTjglm8$_$0,MyfRrTjglm8,1
MyfRrTjglm8$_$2,MyfRrTjglm8,1
N0pKIn6VhOw$_$2,N0pKIn6VhOw,0
N3QuD26DuCI$_$1,N3QuD26DuCI,4
N3QuD26DuCI$_$0,N3QuD26DuCI,4
N3QuD26DuCI$_$2,N3QuD26DuCI,4
N3QuD26DuCI$_$5,N3QuD26DuCI,4
N7tS7A0WWpM$_$1,N7tS7A0WWpM,4
N7tS7A0WWpM$_$3,N7tS7A0WWpM,4
NCJTV5KaJJc$_$1,NCJTV5KaJJc,2
NCJTV5KaJJc$_$9,NCJTV5KaJJc,2
NG7QLq4XlWo$_$15,NG7QLq4XlWo,0
NG7QLq4XlWo$_$1,NG7QLq4XlWo,0
NG7QLq4XlWo$_$3,NG7QLq4XlWo,0
NG7QLq4XlWo$_$5,NG7QLq4XlWo,0
NKindd5Xn3s$_$4,NKindd5Xn3s,1
NOl0v54DaXo$_$10,NOl0v54DaXo,0
NOl0v54DaXo$_$3,NOl0v54DaXo,0
NSihgq4R8Z0$_$2,NSihgq4R8Z0,3
NSihgq4R8Z0$_$16,NSihgq4R8Z0,3
NYuY6HVjMZQ$_$1,NYuY6HVjMZQ,4
NYuY6HVjMZQ$_$6,NYuY6HVjMZQ,4
Na6170hd8po$_$11,Na6170hd8po,3
NkbRuTJaj_M$_$18,NkbRuTJaj_M,4
O0Nn-5UkfoA$_$2,O0Nn-5UkfoA,3
O2CEvvYWWbU$_$10,O2CEvvYWWbU,4
O3whFU2lAAk$_$8,O3whFU2lAAk,0
O3whFU2lAAk$_$2,O3whFU2lAAk,0
O3whFU2lAAk$_$5,O3whFU2lAAk,0
O3whFU2lAAk$_$11,O3whFU2lAAk,0
O8IJh_L0EfM$_$5,O8IJh_L0EfM,3
OAV6KKf60bQ$_$10,OAV6KKf60bQ,2
OAV6KKf60bQ$_$0,OAV6KKf60bQ,2
OAV6KKf60bQ$_$6,OAV6KKf60bQ,2
OBaMn1-x7jQ$_$7,OBaMn1-x7jQ,3
OEOkmrKvTUo$_$0,OEOkmrKvTUo,1
OEOkmrKvTUo$_$6,OEOkmrKvTUo,1
OEesmAnTpeA$_$10,OEesmAnTpeA,2
OFBc3z99bIc$_$12,OFBc3z99bIc,4
OFBc3z99bIc$_$15,OFBc3z99bIc,4
OFBc3z99bIc$_$14,OFBc3z99bIc,4
OGXUtVG0Y9w$_$1,OGXUtVG0Y9w,3
OHWyYVux-yw$_$10,OHWyYVux-yw,3
OHWyYVux-yw$_$14,OHWyYVux-yw,3
OHWyYVux-yw$_$18,OHWyYVux-yw,3
OHWyYVux-yw$_$2,OHWyYVux-yw,3
OKSx1zxHGpQ$_$5,OKSx1zxHGpQ,3
OKSx1zxHGpQ$_$4,OKSx1zxHGpQ,3
OKSx1zxHGpQ$_$8,OKSx1zxHGpQ,3
OKSx1zxHGpQ$_$15,OKSx1zxHGpQ,3
OKSx1zxHGpQ$_$16,OKSx1zxHGpQ,3
OKSx1zxHGpQ$_$19,OKSx1zxHGpQ,3
OOh1_ffKOKk$_$2,OOh1_ffKOKk,3
OPXmk49KyiU$_$1,OPXmk49KyiU,2
OSyKmOye5Uo$_$4,OSyKmOye5Uo,1
O_fTDhCtAhw$_$8,O_fTDhCtAhw,3
O_fTDhCtAhw$_$7,O_fTDhCtAhw,3
O_fTDhCtAhw$_$6,O_fTDhCtAhw,3
Ob8vPQCPDX0$_$1,Ob8vPQCPDX0,0
Ob8vPQCPDX0$_$2,Ob8vPQCPDX0,0
OcqJx_cRc3Y$_$2,OcqJx_cRc3Y,4
OdKp0hYomgs$_$10,OdKp0hYomgs,3
OdKp0hYomgs$_$3,OdKp0hYomgs,3
Oj3XwBBrzXc$_$1,Oj3XwBBrzXc,1
Op3CnqRLD9w$_$3,Op3CnqRLD9w,1
OwYfPi9St0w$_$1,OwYfPi9St0w,1
OxyQSJMvWBo$_$11,OxyQSJMvWBo,3
OxyQSJMvWBo$_$13,OxyQSJMvWBo,3
OxyQSJMvWBo$_$12,OxyQSJMvWBo,3
P0WaXnH37uI$_$5,P0WaXnH37uI,2
P0WaXnH37uI$_$4,P0WaXnH37uI,2
P35dyIit1yM$_$4,P35dyIit1yM,3
P4qxfjZlIrY$_$4,P4qxfjZlIrY,0
P4qxfjZlIrY$_$6,P4qxfjZlIrY,0
PANWQeBKStk$_$0,PANWQeBKStk,1
PGBrZLC15yA$_$0,PGBrZLC15yA,2
PHJ8eybXJdw$_$5,PHJ8eybXJdw,2
PMH4mdJeojE$_$3,PMH4mdJeojE,2
PMH4mdJeojE$_$2,PMH4mdJeojE,2
PN3ApHIGopo$_$6,PN3ApHIGopo,1
PQYmOknHA4c$_$5,PQYmOknHA4c,3
PQYmOknHA4c$_$4,PQYmOknHA4c,3
PUIsiLk8etk$_$11,PUIsiLk8etk,0
PYylJk8R9Ak$_$1,PYylJk8R9Ak,3
PYylJk8R9Ak$_$4,PYylJk8R9Ak,3
PbyI-sUzLZY$_$5,PbyI-sUzLZY,3
PbyI-sUzLZY$_$4,PbyI-sUzLZY,3
PmemTgQHagk$_$1,PmemTgQHagk,1
PmemTgQHagk$_$7,PmemTgQHagk,1
PoKZEKOf1dA$_$1,PoKZEKOf1dA,3
PoKZEKOf1dA$_$4,PoKZEKOf1dA,3
PohW-isYMK0$_$16,PohW-isYMK0,4
PohW-isYMK0$_$1,PohW-isYMK0,4
PohW-isYMK0$_$7,PohW-isYMK0,4
Q5fZk_jPjBI$_$9,Q5fZk_jPjBI,3
Q5fZk_jPjBI$_$0,Q5fZk_jPjBI,3
Q7nhtfkIPN4$_$3,Q7nhtfkIPN4,0
Q7nhtfkIPN4$_$6,Q7nhtfkIPN4,0
QDRtKv8PvFs$_$3,QDRtKv8PvFs,3
QE0pAVSPsKQ$_$26,QE0pAVSPsKQ,1
QE0pAVSPsKQ$_$12,QE0pAVSPsKQ,1
QE0pAVSPsKQ$_$2,QE0pAVSPsKQ,1
QE0pAVSPsKQ$_$7,QE0pAVSPsKQ,1
QI-TTqj0KnA$_$7,QI-TTqj0KnA,3
QI-TTqj0KnA$_$6,QI-TTqj0KnA,3
QLEOYF7Mju0$_$11,QLEOYF7Mju0,1
QLEOYF7Mju0$_$2,QLEOYF7Mju0,1
QMAztkqnvws$_$6,QMAztkqnvws,2
QNxiqu1y1N0$_$1,QNxiqu1y1N0,3
QOxIdbNwpx0$_$6,QOxIdbNwpx0,3
QQVRIGEUa_Q$_$5,QQVRIGEUa_Q,2
QUpI5kMw_nA$_$10,QUpI5kMw_nA,3
QUpI5kMw_nA$_$17,QUpI5kMw_nA,3
QYp0lGhyL6A$_$13,QYp0lGhyL6A,4
QYp0lGhyL6A$_$14,QYp0lGhyL6A,4
QYp0lGhyL6A$_$4,QYp0lGhyL6A,4
QkMTYY69JYQ$_$1,QkMTYY69JYQ,2
QkMTYY69JYQ$_$4,QkMTYY69JYQ,2
QoIsjc4-GIg$_$8,QoIsjc4-GIg,4
QzdEjKQFisQ$_$8,QzdEjKQFisQ,1
R0o37yJ1PP0$_$3,R0o37yJ1PP0,0
R0o37yJ1PP0$_$5,R0o37yJ1PP0,0
R0o37yJ1PP0$_$6,R0o37yJ1PP0,0
R0uRDh-engU$_$10,R0uRDh-engU,0
R0uRDh-engU$_$5,R0uRDh-engU,0
R5a3TP-l_n4$_$1,R5a3TP-l_n4,3
R9ypacCuEZo$_$4,R9ypacCuEZo,4
R9ypacCuEZo$_$7,R9ypacCuEZo,4
RE-LIPOFnrE$_$4,RE-LIPOFnrE,2
REkPZ77s3Vc$_$0,REkPZ77s3Vc,1
REkPZ77s3Vc$_$4,REkPZ77s3Vc,1
REkPZ77s3Vc$_$7,REkPZ77s3Vc,1
RImmdklTOW0$_$10,RImmdklTOW0,2
RImmdklTOW0$_$15,RImmdklTOW0,2
RImmdklTOW0$_$8,RImmdklTOW0,2
RLHZ6xtIWSM$_$2,RLHZ6xtIWSM,2
RLHZ6xtIWSM$_$6,RLHZ6xtIWSM,2
RRKez9BR-94$_$12,RRKez9BR-94,4
RS5WM3q2ZZQ$_$11,RS5WM3q2ZZQ,3
