帧序号,时间_秒,原始_MFCC1,原始_RMS,标准化_MFCC1,标准化_RMS,词序号,词语
742,7.420000,-18.1941071,0.0274589453,-0.690231527,-1.04011068,29,descent
743,7.430000,-26.9227676,0.0146407159,-1.54768002,-1.15794773,29,descent
744,7.440000,-30.5482025,0.0114342924,-1.90381985,-1.18742415,29,descent
745,7.450000,-29.4894905,0.0190336835,-1.79981867,-1.1175635,29,descent
746,7.460000,-28.3711338,0.0205526557,-1.68995837,-1.1035997,29,descent
747,7.470000,-32.1878471,0.0142312106,-2.06488818,-1.16171228,29,descent
748,7.480000,-34.8150787,0.00891232397,-2.32297082,-1.21060842,29,descent
749,7.490000,-36.466114,0.00524700759,-2.48515811,-1.24430341,29,descent
750,7.500000,-17.3565788,0.0259538777,-0.607958042,-1.05394665,29,descent
751,7.510000,-6.61492777,0.0294649042,0.447233925,-1.02167004,29,descent
752,7.520000,0.357358128,0.100898191,1.13214726,-0.364988996,29,descent
753,7.530000,6.01653719,0.148267493,1.68806928,0.0704735662,29,descent
754,7.540000,2.96336436,0.182636604,1.38814486,0.386426319,29,descent
755,7.550000,1.51171768,0.194078192,1.24554425,0.491608014,29,descent
756,7.560000,-6.99226379,0.219029978,0.410166817,0.720987977,29,descent
757,7.570000,-8.80840778,0.252680063,0.2317603,1.03033078,29,descent
758,7.580000,-9.04088879,0.257369697,0.208922835,1.07344224,29,descent
759,7.590000,-10.5100203,0.249631628,0.0646046364,1.00230674,29,descent
760,7.600000,-11.7271833,0.24117516,-0.0549617789,0.924567033,29,descent
761,7.610000,-11.2986898,0.281395882,-0.0128692834,1.29431323,29,descent
762,7.620000,-10.4395428,0.333684832,0.0715278995,1.77500176,29,descent
763,7.630000,-10.1074677,0.360270411,0.104148862,2.01940106,29,descent
764,7.640000,-3.00910521,0.34510079,0.801447163,1.87994784,29,descent
765,7.650000,5.310853,0.340723723,1.61874732,1.83970978,29,descent
766,7.660000,6.52139711,0.351452619,1.73766353,1.93833974,29,descent
767,7.670000,8.07834339,0.393793523,1.8906081,2.32757661,29,descent
768,7.680000,7.46618462,0.405485153,1.83047348,2.43505692,29,descent
769,7.690000,7.45881701,0.396906734,1.82974974,2.35619613,29,descent
770,7.700000,3.58502269,0.402539968,1.44921265,2.40798205,29,descent
771,7.710000,1.16340041,0.438267738,1.21132777,2.73642485,29,descent
772,7.720000,1.45590639,0.403317958,1.24006171,2.41513405,29,descent
773,7.730000,-1.51627219,0.296398103,0.948093652,1.43222756,29,descent
774,7.740000,-8.02887058,0.189725891,0.308337112,0.451597622,29,descent
775,7.750000,-11.1211805,0.117236838,0.00456811003,-0.214789001,29,descent
776,7.760000,-8.87436962,0.127773866,0.225280626,-0.117922861,29,descent
777,7.770000,-1.55925488,0.331123084,0.943871303,1.7514518,29,descent
778,7.780000,3.29900002,0.438941479,1.42111559,2.7426185,,
779,7.790000,2.49430656,0.476444155,1.34206758,3.0873779,,
780,7.800000,1.14524007,0.49451977,1.20954381,3.25354572,,
781,7.810000,0.511392891,0.455505103,1.14727866,2.8948867,,
782,7.820000,-0.762531877,0.407200843,1.02213634,2.45082914,,
783,7.830000,0.417982131,0.367400974,1.13810258,2.08495182,,
784,7.840000,0.55515343,0.395872265,1.15157742,2.34668634,,
785,7.850000,-0.385558546,0.350148916,1.05916782,1.9263549,,
786,7.860000,-4.62072897,0.301683128,0.643131422,1.48081241,,
787,7.870000,-4.76909781,0.29109624,0.628556605,1.38348792,,
788,7.880000,-5.97905684,0.342491925,0.50969787,1.85596473,,
789,7.890000,-5.09900999,0.384653836,0.596148115,2.24355613,,
790,7.900000,-5.42701387,0.347951293,0.563927085,1.90615231,,
791,7.910000,-7.22314453,0.300600439,0.387486551,1.47085933,,
